,DIV_NAME,SCH_NAME,GENDER,FEDERAL_RACE_CODE,DISABILITY_FLAG,DISADVANTAGED_FLAG,LEP_FLAG,COHORT_CNT,DIPLOMA_RATE,DROPOUT_RATE,DIPLOMA_CNT,DROPOUT_CNT
27790,Culpeper County,Eastern View High,,4.0,N,Y,N,15,86.67,6.67,13.000499999999999,1.0005
27791,Culpeper County,Eastern View High,,5.0,,,,199,88.44,5.53,175.99560000000002,11.0047
27792,Culpeper County,Eastern View High,,5.0,,,N,199,88.44,5.53,175.99560000000002,11.0047
27793,Culpeper County,Eastern View High,,5.0,,N,,150,91.33,2.0,136.995,3.0
27794,Culpeper County,Eastern View High,,5.0,,N,N,150,91.33,2.0,136.995,3.0
27795,Culpeper County,Eastern View High,,5.0,,Y,,49,79.59,16.33,38.999100000000006,8.0017
27796,Culpeper County,Eastern View High,,5.0,,Y,N,49,79.59,16.33,38.999100000000006,8.0017
27797,Culpeper County,Eastern View High,,5.0,N,,,181,90.06,4.42,163.0086,8.0002
27798,Culpeper County,Eastern View High,,5.0,N,,N,181,90.06,4.42,163.0086,8.0002
27799,Culpeper County,Eastern View High,,5.0,N,N,,146,91.78,2.05,133.99880000000002,2.9929999999999994
27800,Culpeper County,Eastern View High,,5.0,N,N,N,146,91.78,2.05,133.99880000000002,2.9929999999999994
27801,Culpeper County,Eastern View High,,5.0,N,Y,,35,82.86,14.29,29.000999999999998,5.0015
27802,Culpeper County,Eastern View High,,5.0,N,Y,N,35,82.86,14.29,29.000999999999998,5.0015
27803,Culpeper County,Eastern View High,,5.0,Y,,,18,72.22,16.67,12.999600000000001,3.0006000000000004
27804,Culpeper County,Eastern View High,,5.0,Y,,N,18,72.22,16.67,12.999600000000001,3.0006000000000004
27805,Culpeper County,Eastern View High,,5.0,Y,Y,,14,71.43,21.43,10.000200000000001,3.0002
27806,Culpeper County,Eastern View High,,5.0,Y,Y,N,14,71.43,21.43,10.000200000000001,3.0002
27807,Culpeper County,Eastern View High,F,,,,,167,89.82,4.19,149.99939999999998,6.9973
27808,Culpeper County,Eastern View High,F,,,,N,165,90.3,3.64,148.995,6.006
27809,Culpeper County,Eastern View High,F,,,N,,110,91.82,2.73,101.002,3.003
27810,Culpeper County,Eastern View High,F,,,N,N,110,91.82,2.73,101.002,3.003
27811,Culpeper County,Eastern View High,F,,,Y,,57,85.96,7.02,48.99719999999999,4.0014
27812,Culpeper County,Eastern View High,F,,,Y,N,55,87.27,5.45,47.99849999999999,2.9975
27813,Culpeper County,Eastern View High,F,,N,,,156,90.38,3.85,140.9928,6.006
27814,Culpeper County,Eastern View High,F,,N,,N,154,90.91,3.25,140.0014,5.005
27815,Culpeper County,Eastern View High,F,,N,N,,106,92.45,2.83,97.99700000000001,2.9998
27816,Culpeper County,Eastern View High,F,,N,N,N,106,92.45,2.83,97.99700000000001,2.9998
27817,Culpeper County,Eastern View High,F,,N,Y,,50,86.0,6.0,43.0,3.0
27818,Culpeper County,Eastern View High,F,,N,Y,N,48,87.5,4.17,42.0,2.0016
27819,Culpeper County,Eastern View High,F,,Y,,,11,81.82,9.09,9.0002,0.9998999999999999
27820,Culpeper County,Eastern View High,F,,Y,,N,11,81.82,9.09,9.0002,0.9998999999999999
27821,Culpeper County,Eastern View High,F,3.0,,,,39,87.18,2.56,34.00020000000001,0.9984000000000001
27822,Culpeper County,Eastern View High,F,3.0,,,N,39,87.18,2.56,34.00020000000001,0.9984000000000001
27823,Culpeper County,Eastern View High,F,3.0,,N,,19,89.47,5.26,16.9993,0.9994
27824,Culpeper County,Eastern View High,F,3.0,,N,N,19,89.47,5.26,16.9993,0.9994
27825,Culpeper County,Eastern View High,F,3.0,,Y,,20,85.0,0.0,17.0,0.0
27826,Culpeper County,Eastern View High,F,3.0,,Y,N,20,85.0,0.0,17.0,0.0
27827,Culpeper County,Eastern View High,F,3.0,N,,,37,86.49,2.7,32.00129999999999,0.9990000000000001
27828,Culpeper County,Eastern View High,F,3.0,N,,N,37,86.49,2.7,32.00129999999999,0.9990000000000001
27829,Culpeper County,Eastern View High,F,3.0,N,N,,17,88.24,5.88,15.0008,0.9995999999999999
27830,Culpeper County,Eastern View High,F,3.0,N,N,N,17,88.24,5.88,15.0008,0.9995999999999999
27831,Culpeper County,Eastern View High,F,3.0,N,Y,,20,85.0,0.0,17.0,0.0
27832,Culpeper County,Eastern View High,F,3.0,N,Y,N,20,85.0,0.0,17.0,0.0
27833,Culpeper County,Eastern View High,F,4.0,,,,14,78.57,14.29,10.9998,2.0006
27834,Culpeper County,Eastern View High,F,4.0,,,N,12,83.33,8.33,9.999600000000001,0.9996
27835,Culpeper County,Eastern View High,F,4.0,,Y,,11,81.82,9.09,9.0002,0.9998999999999999
27836,Culpeper County,Eastern View High,F,4.0,N,,,14,78.57,14.29,10.9998,2.0006
27837,Culpeper County,Eastern View High,F,4.0,N,,N,12,83.33,8.33,9.999600000000001,0.9996
27838,Culpeper County,Eastern View High,F,4.0,N,Y,,11,81.82,9.09,9.0002,0.9998999999999999
27839,Culpeper County,Eastern View High,F,5.0,,,,112,91.96,3.57,102.99519999999998,3.9983999999999997
27840,Culpeper County,Eastern View High,F,5.0,,,N,112,91.96,3.57,102.99519999999998,3.9983999999999997
27841,Culpeper County,Eastern View High,F,5.0,,N,,87,93.1,1.15,80.997,1.0005
27842,Culpeper County,Eastern View High,F,5.0,,N,N,87,93.1,1.15,80.997,1.0005
27843,Culpeper County,Eastern View High,F,5.0,,Y,,25,88.0,12.0,22.0,3.0
27844,Culpeper County,Eastern View High,F,5.0,,Y,N,25,88.0,12.0,22.0,3.0
27845,Culpeper County,Eastern View High,F,5.0,N,,,103,93.2,2.91,95.99600000000001,2.9973
27846,Culpeper County,Eastern View High,F,5.0,N,,N,103,93.2,2.91,95.99600000000001,2.9973
27847,Culpeper County,Eastern View High,F,5.0,N,N,,85,94.12,1.18,80.00200000000001,1.003
27848,Culpeper County,Eastern View High,F,5.0,N,N,N,85,94.12,1.18,80.00200000000001,1.003
27849,Culpeper County,Eastern View High,F,5.0,N,Y,,18,88.89,11.11,16.0002,1.9997999999999998
27850,Culpeper County,Eastern View High,F,5.0,N,Y,N,18,88.89,11.11,16.0002,1.9997999999999998
27851,Culpeper County,Eastern View High,M,,,,,144,86.11,9.03,123.9984,13.0032
27852,Culpeper County,Eastern View High,M,,,,N,143,86.01,9.09,122.99430000000001,12.9987
27853,Culpeper County,Eastern View High,M,,,N,,90,91.11,3.33,81.999,2.997
27854,Culpeper County,Eastern View High,M,,,N,N,90,91.11,3.33,81.999,2.997
27855,Culpeper County,Eastern View High,M,,,Y,,54,77.78,18.52,42.0012,10.0008
27856,Culpeper County,Eastern View High,M,,,Y,N,53,77.36,18.87,41.0008,10.001100000000001
27857,Culpeper County,Eastern View High,M,,N,,,122,86.07,9.02,105.0054,11.0044
27858,Culpeper County,Eastern View High,M,,N,,N,121,85.95,9.09,103.99950000000001,10.998899999999999
27859,Culpeper County,Eastern View High,M,,N,N,,84,90.48,3.57,76.0032,2.9988
27860,Culpeper County,Eastern View High,M,,N,N,N,84,90.48,3.57,76.0032,2.9988
27861,Culpeper County,Eastern View High,M,,N,Y,,38,76.32,21.05,29.0016,7.999
27862,Culpeper County,Eastern View High,M,,N,Y,N,37,75.68,21.62,28.001600000000003,7.9994000000000005
27863,Culpeper County,Eastern View High,M,,Y,,,22,86.36,9.09,18.999200000000002,1.9997999999999998
27864,Culpeper County,Eastern View High,M,,Y,,N,22,86.36,9.09,18.999200000000002,1.9997999999999998
27865,Culpeper County,Eastern View High,M,,Y,Y,,16,81.25,12.5,13.0,2.0
27866,Culpeper County,Eastern View High,M,,Y,Y,N,16,81.25,12.5,13.0,2.0
27867,Culpeper County,Eastern View High,M,3.0,,,,43,90.7,9.3,39.001,3.9990000000000006
27868,Culpeper County,Eastern View High,M,3.0,,,N,43,90.7,9.3,39.001,3.9990000000000006
27869,Culpeper County,Eastern View High,M,3.0,,N,,22,95.45,4.55,20.999000000000002,1.001
27870,Culpeper County,Eastern View High,M,3.0,,N,N,22,95.45,4.55,20.999000000000002,1.001
27871,Culpeper County,Eastern View High,M,3.0,,Y,,21,85.71,14.29,17.9991,3.0008999999999997
27872,Culpeper County,Eastern View High,M,3.0,,Y,N,21,85.71,14.29,17.9991,3.0008999999999997
27873,Culpeper County,Eastern View High,M,3.0,N,,,31,87.1,12.9,27.000999999999998,3.9990000000000006
27874,Culpeper County,Eastern View High,M,3.0,N,,N,31,87.1,12.9,27.000999999999998,3.9990000000000006
27875,Culpeper County,Eastern View High,M,3.0,N,N,,19,94.74,5.26,18.0006,0.9994
27876,Culpeper County,Eastern View High,M,3.0,N,N,N,19,94.74,5.26,18.0006,0.9994
27877,Culpeper County,Eastern View High,M,3.0,N,Y,,12,75.0,25.0,9.0,3.0
27878,Culpeper County,Eastern View High,M,3.0,N,Y,N,12,75.0,25.0,9.0,3.0
27879,Culpeper County,Eastern View High,M,3.0,Y,,,12,100.0,0.0,12.0,0.0
27880,Culpeper County,Eastern View High,M,3.0,Y,,N,12,100.0,0.0,12.0,0.0
27881,Culpeper County,Eastern View High,M,4.0,,,,11,90.91,9.09,10.0001,0.9998999999999999
27882,Culpeper County,Eastern View High,M,4.0,,,N,10,90.0,10.0,9.0,1.0
27883,Culpeper County,Eastern View High,M,4.0,N,,,11,90.91,9.09,10.0001,0.9998999999999999
27884,Culpeper County,Eastern View High,M,4.0,N,,N,10,90.0,10.0,9.0,1.0
27885,Culpeper County,Eastern View High,M,5.0,,,,87,83.91,8.05,73.0017,7.0035
27886,Culpeper County,Eastern View High,M,5.0,,,N,87,83.91,8.05,73.0017,7.0035
27887,Culpeper County,Eastern View High,M,5.0,,N,,63,88.89,3.17,56.000699999999995,1.9971
27888,Culpeper County,Eastern View High,M,5.0,,N,N,63,88.89,3.17,56.000699999999995,1.9971
27889,Culpeper County,Eastern View High,M,5.0,,Y,,24,70.83,20.83,16.999200000000002,4.999199999999999
27890,Culpeper County,Eastern View High,M,5.0,,Y,N,24,70.83,20.83,16.999200000000002,4.999199999999999
27891,Culpeper County,Eastern View High,M,5.0,N,,,78,85.9,6.41,67.00200000000001,4.9998000000000005
27892,Culpeper County,Eastern View High,M,5.0,N,,N,78,85.9,6.41,67.00200000000001,4.9998000000000005
27893,Culpeper County,Eastern View High,M,5.0,N,N,,61,88.52,3.28,53.99719999999999,2.0008
27894,Culpeper County,Eastern View High,M,5.0,N,N,N,61,88.52,3.28,53.99719999999999,2.0008
27895,Culpeper County,Eastern View High,M,5.0,N,Y,,17,76.47,17.65,12.9999,3.0004999999999997
27896,Culpeper County,Eastern View High,M,5.0,N,Y,N,17,76.47,17.65,12.9999,3.0004999999999997
27897,Cumberland County,Cumberland High,,,,,,114,90.35,5.26,102.999,5.9963999999999995
27898,Cumberland County,Cumberland High,,,,,N,113,90.27,5.31,102.0051,6.000299999999999
27899,Cumberland County,Cumberland High,,,,N,,53,88.68,9.43,47.0004,4.9979
27900,Cumberland County,Cumberland High,,,,N,N,53,88.68,9.43,47.0004,4.9979
27901,Cumberland County,Cumberland High,,,,Y,,61,91.8,1.64,55.998000000000005,1.0004
27902,Cumberland County,Cumberland High,,,,Y,N,60,91.67,1.67,55.001999999999995,1.0019999999999998
27903,Cumberland County,Cumberland High,,,N,,,97,89.69,5.15,86.9993,4.9955
27904,Cumberland County,Cumberland High,,,N,,N,96,89.58,5.21,85.99680000000001,5.0016
27905,Cumberland County,Cumberland High,,,N,N,,49,87.76,10.2,43.00240000000001,4.997999999999999
27906,Cumberland County,Cumberland High,,,N,N,N,49,87.76,10.2,43.00240000000001,4.997999999999999
27907,Cumberland County,Cumberland High,,,N,Y,,48,91.67,0.0,44.001599999999996,0.0
27908,Cumberland County,Cumberland High,,,N,Y,N,47,91.49,0.0,43.000299999999996,0.0
27909,Cumberland County,Cumberland High,,,Y,,,17,94.12,5.88,16.0004,0.9995999999999999
27910,Cumberland County,Cumberland High,,,Y,,N,17,94.12,5.88,16.0004,0.9995999999999999
27911,Cumberland County,Cumberland High,,,Y,Y,,13,92.31,7.69,12.0003,0.9997
27912,Cumberland County,Cumberland High,,,Y,Y,N,13,92.31,7.69,12.0003,0.9997
27913,Cumberland County,Cumberland High,,3.0,,,,53,94.34,1.89,50.00020000000001,1.0017
27914,Cumberland County,Cumberland High,,3.0,,,N,53,94.34,1.89,50.00020000000001,1.0017
27915,Cumberland County,Cumberland High,,3.0,,N,,14,100.0,0.0,14.0,0.0
27916,Cumberland County,Cumberland High,,3.0,,N,N,14,100.0,0.0,14.0,0.0
27917,Cumberland County,Cumberland High,,3.0,,Y,,39,92.31,2.56,36.0009,0.9984000000000001
27918,Cumberland County,Cumberland High,,3.0,,Y,N,39,92.31,2.56,36.0009,0.9984000000000001
27919,Cumberland County,Cumberland High,,3.0,N,,,45,95.56,0.0,43.001999999999995,0.0
27920,Cumberland County,Cumberland High,,3.0,N,,N,45,95.56,0.0,43.001999999999995,0.0
27921,Cumberland County,Cumberland High,,3.0,N,N,,13,100.0,0.0,13.0,0.0
27922,Cumberland County,Cumberland High,,3.0,N,N,N,13,100.0,0.0,13.0,0.0
27923,Cumberland County,Cumberland High,,3.0,N,Y,,32,93.75,0.0,30.0,0.0
27924,Cumberland County,Cumberland High,,3.0,N,Y,N,32,93.75,0.0,30.0,0.0
27925,Cumberland County,Cumberland High,,5.0,,,,59,88.14,6.78,52.0026,4.0002
27926,Cumberland County,Cumberland High,,5.0,,,N,59,88.14,6.78,52.0026,4.0002
27927,Cumberland County,Cumberland High,,5.0,,N,,38,86.84,10.53,32.9992,4.0014
27928,Cumberland County,Cumberland High,,5.0,,N,N,38,86.84,10.53,32.9992,4.0014
27929,Cumberland County,Cumberland High,,5.0,,Y,,21,90.48,0.0,19.0008,0.0
27930,Cumberland County,Cumberland High,,5.0,,Y,N,21,90.48,0.0,19.0008,0.0
27931,Cumberland County,Cumberland High,,5.0,N,,,50,86.0,8.0,43.0,4.0
27932,Cumberland County,Cumberland High,,5.0,N,,N,50,86.0,8.0,43.0,4.0
27933,Cumberland County,Cumberland High,,5.0,N,N,,35,85.71,11.43,29.9985,4.0005
27934,Cumberland County,Cumberland High,,5.0,N,N,N,35,85.71,11.43,29.9985,4.0005
27935,Cumberland County,Cumberland High,,5.0,N,Y,,15,86.67,0.0,13.000499999999999,0.0
27936,Cumberland County,Cumberland High,,5.0,N,Y,N,15,86.67,0.0,13.000499999999999,0.0
27937,Cumberland County,Cumberland High,F,,,,,50,90.0,6.0,45.0,3.0
27938,Cumberland County,Cumberland High,F,,,,N,49,89.8,6.12,44.001999999999995,2.9988
27939,Cumberland County,Cumberland High,F,,,N,,20,85.0,10.0,17.0,2.0
27940,Cumberland County,Cumberland High,F,,,N,N,20,85.0,10.0,17.0,2.0
27941,Cumberland County,Cumberland High,F,,,Y,,30,93.33,3.33,27.999000000000002,0.9990000000000001
27942,Cumberland County,Cumberland High,F,,,Y,N,29,93.1,3.45,26.998999999999995,1.0005000000000002
27943,Cumberland County,Cumberland High,F,,N,,,46,91.3,4.35,41.998000000000005,2.001
27944,Cumberland County,Cumberland High,F,,N,,N,45,91.11,4.44,40.9995,1.9980000000000002
27945,Cumberland County,Cumberland High,F,,N,N,,20,85.0,10.0,17.0,2.0
27946,Cumberland County,Cumberland High,F,,N,N,N,20,85.0,10.0,17.0,2.0
27947,Cumberland County,Cumberland High,F,,N,Y,,26,96.15,0.0,24.999000000000002,0.0
27948,Cumberland County,Cumberland High,F,,N,Y,N,25,96.0,0.0,24.0,0.0
27949,Cumberland County,Cumberland High,F,3.0,,,,27,92.59,3.7,24.9993,0.9990000000000001
27950,Cumberland County,Cumberland High,F,3.0,,,N,27,92.59,3.7,24.9993,0.9990000000000001
27951,Cumberland County,Cumberland High,F,3.0,,Y,,20,90.0,5.0,18.0,1.0
27952,Cumberland County,Cumberland High,F,3.0,,Y,N,20,90.0,5.0,18.0,1.0
27953,Cumberland County,Cumberland High,F,3.0,N,,,24,95.83,0.0,22.999200000000002,0.0
27954,Cumberland County,Cumberland High,F,3.0,N,,N,24,95.83,0.0,22.999200000000002,0.0
27955,Cumberland County,Cumberland High,F,3.0,N,Y,,17,94.12,0.0,16.0004,0.0
27956,Cumberland County,Cumberland High,F,3.0,N,Y,N,17,94.12,0.0,16.0004,0.0
27957,Cumberland County,Cumberland High,F,5.0,,,,22,86.36,9.09,18.999200000000002,1.9997999999999998
27958,Cumberland County,Cumberland High,F,5.0,,,N,22,86.36,9.09,18.999200000000002,1.9997999999999998
27959,Cumberland County,Cumberland High,F,5.0,,N,,13,76.92,15.38,9.999600000000001,1.9994
27960,Cumberland County,Cumberland High,F,5.0,,N,N,13,76.92,15.38,9.999600000000001,1.9994
27961,Cumberland County,Cumberland High,F,5.0,N,,,21,85.71,9.52,17.9991,1.9991999999999999
27962,Cumberland County,Cumberland High,F,5.0,N,,N,21,85.71,9.52,17.9991,1.9991999999999999
27963,Cumberland County,Cumberland High,F,5.0,N,N,,13,76.92,15.38,9.999600000000001,1.9994
27964,Cumberland County,Cumberland High,F,5.0,N,N,N,13,76.92,15.38,9.999600000000001,1.9994
27965,Cumberland County,Cumberland High,M,,,,,64,90.63,4.69,58.0032,3.0016000000000003
27966,Cumberland County,Cumberland High,M,,,,N,64,90.63,4.69,58.0032,3.0016000000000003
27967,Cumberland County,Cumberland High,M,,,N,,33,90.91,9.09,30.000299999999996,2.9997
27968,Cumberland County,Cumberland High,M,,,N,N,33,90.91,9.09,30.000299999999996,2.9997
27969,Cumberland County,Cumberland High,M,,,Y,,31,90.32,0.0,27.999199999999995,0.0
27970,Cumberland County,Cumberland High,M,,,Y,N,31,90.32,0.0,27.999199999999995,0.0
27971,Cumberland County,Cumberland High,M,,N,,,51,88.24,5.88,45.002399999999994,2.9988
27972,Cumberland County,Cumberland High,M,,N,,N,51,88.24,5.88,45.002399999999994,2.9988
27973,Cumberland County,Cumberland High,M,,N,N,,29,89.66,10.34,26.0014,2.9986
27974,Cumberland County,Cumberland High,M,,N,N,N,29,89.66,10.34,26.0014,2.9986
27975,Cumberland County,Cumberland High,M,,N,Y,,22,86.36,0.0,18.999200000000002,0.0
27976,Cumberland County,Cumberland High,M,,N,Y,N,22,86.36,0.0,18.999200000000002,0.0
27977,Cumberland County,Cumberland High,M,,Y,,,13,100.0,0.0,13.0,0.0
27978,Cumberland County,Cumberland High,M,,Y,,N,13,100.0,0.0,13.0,0.0
27979,Cumberland County,Cumberland High,M,3.0,,,,26,96.15,0.0,24.999000000000002,0.0
27980,Cumberland County,Cumberland High,M,3.0,,,N,26,96.15,0.0,24.999000000000002,0.0
27981,Cumberland County,Cumberland High,M,3.0,,Y,,19,94.74,0.0,18.0006,0.0
27982,Cumberland County,Cumberland High,M,3.0,,Y,N,19,94.74,0.0,18.0006,0.0
27983,Cumberland County,Cumberland High,M,3.0,N,,,21,95.24,0.0,20.0004,0.0
27984,Cumberland County,Cumberland High,M,3.0,N,,N,21,95.24,0.0,20.0004,0.0
27985,Cumberland County,Cumberland High,M,3.0,N,Y,,15,93.33,0.0,13.999500000000001,0.0
27986,Cumberland County,Cumberland High,M,3.0,N,Y,N,15,93.33,0.0,13.999500000000001,0.0
27987,Cumberland County,Cumberland High,M,5.0,,,,37,89.19,5.41,33.000299999999996,2.0017
27988,Cumberland County,Cumberland High,M,5.0,,,N,37,89.19,5.41,33.000299999999996,2.0017
27989,Cumberland County,Cumberland High,M,5.0,,N,,25,92.0,8.0,23.0,2.0
27990,Cumberland County,Cumberland High,M,5.0,,N,N,25,92.0,8.0,23.0,2.0
27991,Cumberland County,Cumberland High,M,5.0,,Y,,12,83.33,0.0,9.999600000000001,0.0
27992,Cumberland County,Cumberland High,M,5.0,,Y,N,12,83.33,0.0,9.999600000000001,0.0
27993,Cumberland County,Cumberland High,M,5.0,N,,,29,86.21,6.9,25.000899999999998,2.0010000000000003
27994,Cumberland County,Cumberland High,M,5.0,N,,N,29,86.21,6.9,25.000899999999998,2.0010000000000003
27995,Cumberland County,Cumberland High,M,5.0,N,N,,22,90.91,9.09,20.0002,1.9997999999999998
27996,Cumberland County,Cumberland High,M,5.0,N,N,N,22,90.91,9.09,20.0002,1.9997999999999998
27997,Danville City,Galileo Magnet High,,,,,,66,87.88,1.52,58.0008,1.0032
27998,Danville City,Galileo Magnet High,,,,,N,65,87.69,1.54,56.99849999999999,1.0010000000000001
27999,Danville City,Galileo Magnet High,,,,N,,43,90.7,2.33,39.001,1.0019
28000,Danville City,Galileo Magnet High,,,,N,N,42,90.48,2.38,38.0016,0.9995999999999999
28001,Danville City,Galileo Magnet High,,,,Y,,23,82.61,0.0,19.0003,0.0
28002,Danville City,Galileo Magnet High,,,,Y,N,23,82.61,0.0,19.0003,0.0
28003,Danville City,Galileo Magnet High,,,N,,,59,88.14,1.69,52.0026,0.9971
28004,Danville City,Galileo Magnet High,,,N,,N,58,87.93,1.72,50.99940000000001,0.9976
28005,Danville City,Galileo Magnet High,,,N,N,,39,92.31,2.56,36.0009,0.9984000000000001
28006,Danville City,Galileo Magnet High,,,N,N,N,38,92.11,2.63,35.001799999999996,0.9994
28007,Danville City,Galileo Magnet High,,,N,Y,,20,80.0,0.0,16.0,0.0
28008,Danville City,Galileo Magnet High,,,N,Y,N,20,80.0,0.0,16.0,0.0
28009,Danville City,Galileo Magnet High,,3.0,,,,27,92.59,0.0,24.9993,0.0
28010,Danville City,Galileo Magnet High,,3.0,,,N,27,92.59,0.0,24.9993,0.0
28011,Danville City,Galileo Magnet High,,3.0,,N,,13,100.0,0.0,13.0,0.0
28012,Danville City,Galileo Magnet High,,3.0,,N,N,13,100.0,0.0,13.0,0.0
28013,Danville City,Galileo Magnet High,,3.0,,Y,,14,85.71,0.0,11.999399999999998,0.0
28014,Danville City,Galileo Magnet High,,3.0,,Y,N,14,85.71,0.0,11.999399999999998,0.0
28015,Danville City,Galileo Magnet High,,3.0,N,,,24,91.67,0.0,22.000799999999998,0.0
28016,Danville City,Galileo Magnet High,,3.0,N,,N,24,91.67,0.0,22.000799999999998,0.0
28017,Danville City,Galileo Magnet High,,3.0,N,N,,12,100.0,0.0,12.0,0.0
28018,Danville City,Galileo Magnet High,,3.0,N,N,N,12,100.0,0.0,12.0,0.0
28019,Danville City,Galileo Magnet High,,3.0,N,Y,,12,83.33,0.0,9.999600000000001,0.0
28020,Danville City,Galileo Magnet High,,3.0,N,Y,N,12,83.33,0.0,9.999600000000001,0.0
28021,Danville City,Galileo Magnet High,,5.0,,,,37,83.78,2.7,30.9986,0.9990000000000001
28022,Danville City,Galileo Magnet High,,5.0,,,N,37,83.78,2.7,30.9986,0.9990000000000001
28023,Danville City,Galileo Magnet High,,5.0,,N,,28,85.71,3.57,23.998799999999996,0.9995999999999999
28024,Danville City,Galileo Magnet High,,5.0,,N,N,28,85.71,3.57,23.998799999999996,0.9995999999999999
28025,Danville City,Galileo Magnet High,,5.0,N,,,33,84.85,3.03,28.0005,0.9998999999999999
28026,Danville City,Galileo Magnet High,,5.0,N,,N,33,84.85,3.03,28.0005,0.9998999999999999
28027,Danville City,Galileo Magnet High,,5.0,N,N,,25,88.0,4.0,22.0,1.0
28028,Danville City,Galileo Magnet High,,5.0,N,N,N,25,88.0,4.0,22.0,1.0
28029,Danville City,Galileo Magnet High,F,,,,,36,94.44,2.78,33.998400000000004,1.0008
28030,Danville City,Galileo Magnet High,F,,,,N,35,94.29,2.86,33.0015,1.001
28031,Danville City,Galileo Magnet High,F,,,N,,24,91.67,4.17,22.000799999999998,1.0008
28032,Danville City,Galileo Magnet High,F,,,N,N,23,91.3,4.35,20.999000000000002,1.0005
28033,Danville City,Galileo Magnet High,F,,,Y,,12,100.0,0.0,12.0,0.0
28034,Danville City,Galileo Magnet High,F,,,Y,N,12,100.0,0.0,12.0,0.0
28035,Danville City,Galileo Magnet High,F,,N,,,34,94.12,2.94,32.0008,0.9995999999999999
28036,Danville City,Galileo Magnet High,F,,N,,N,33,93.94,3.03,31.0002,0.9998999999999999
28037,Danville City,Galileo Magnet High,F,,N,N,,23,91.3,4.35,20.999000000000002,1.0005
28038,Danville City,Galileo Magnet High,F,,N,N,N,22,90.91,4.55,20.0002,1.001
28039,Danville City,Galileo Magnet High,F,,N,Y,,11,100.0,0.0,11.0,0.0
28040,Danville City,Galileo Magnet High,F,,N,Y,N,11,100.0,0.0,11.0,0.0
28041,Danville City,Galileo Magnet High,F,3.0,,,,16,100.0,0.0,16.0,0.0
28042,Danville City,Galileo Magnet High,F,3.0,,,N,16,100.0,0.0,16.0,0.0
28043,Danville City,Galileo Magnet High,F,3.0,N,,,14,100.0,0.0,14.0,0.0
28044,Danville City,Galileo Magnet High,F,3.0,N,,N,14,100.0,0.0,14.0,0.0
28045,Danville City,Galileo Magnet High,F,5.0,,,,18,88.89,5.56,16.0002,1.0008
28046,Danville City,Galileo Magnet High,F,5.0,,,N,18,88.89,5.56,16.0002,1.0008
28047,Danville City,Galileo Magnet High,F,5.0,,N,,13,84.62,7.69,11.000599999999999,0.9997
28048,Danville City,Galileo Magnet High,F,5.0,,N,N,13,84.62,7.69,11.000599999999999,0.9997
28049,Danville City,Galileo Magnet High,F,5.0,N,,,18,88.89,5.56,16.0002,1.0008
28050,Danville City,Galileo Magnet High,F,5.0,N,,N,18,88.89,5.56,16.0002,1.0008
28051,Danville City,Galileo Magnet High,F,5.0,N,N,,13,84.62,7.69,11.000599999999999,0.9997
28052,Danville City,Galileo Magnet High,F,5.0,N,N,N,13,84.62,7.69,11.000599999999999,0.9997
28053,Danville City,Galileo Magnet High,M,,,,,30,80.0,0.0,24.0,0.0
28054,Danville City,Galileo Magnet High,M,,,,N,30,80.0,0.0,24.0,0.0
28055,Danville City,Galileo Magnet High,M,,,N,,19,89.47,0.0,16.9993,0.0
28056,Danville City,Galileo Magnet High,M,,,N,N,19,89.47,0.0,16.9993,0.0
28057,Danville City,Galileo Magnet High,M,,,Y,,11,63.64,0.0,7.0004,0.0
28058,Danville City,Galileo Magnet High,M,,,Y,N,11,63.64,0.0,7.0004,0.0
28059,Danville City,Galileo Magnet High,M,,N,,,25,80.0,0.0,20.0,0.0
28060,Danville City,Galileo Magnet High,M,,N,,N,25,80.0,0.0,20.0,0.0
28061,Danville City,Galileo Magnet High,M,,N,N,,16,93.75,0.0,15.0,0.0
28062,Danville City,Galileo Magnet High,M,,N,N,N,16,93.75,0.0,15.0,0.0
28063,Danville City,Galileo Magnet High,M,3.0,,,,11,81.82,0.0,9.0002,0.0
28064,Danville City,Galileo Magnet High,M,3.0,,,N,11,81.82,0.0,9.0002,0.0
28065,Danville City,Galileo Magnet High,M,3.0,N,,,10,80.0,0.0,8.0,0.0
28066,Danville City,Galileo Magnet High,M,3.0,N,,N,10,80.0,0.0,8.0,0.0
28067,Danville City,Galileo Magnet High,M,5.0,,,,19,78.95,0.0,15.000499999999999,0.0
28068,Danville City,Galileo Magnet High,M,5.0,,,N,19,78.95,0.0,15.000499999999999,0.0
28069,Danville City,Galileo Magnet High,M,5.0,,N,,15,86.67,0.0,13.000499999999999,0.0
28070,Danville City,Galileo Magnet High,M,5.0,,N,N,15,86.67,0.0,13.000499999999999,0.0
28071,Danville City,Galileo Magnet High,M,5.0,N,,,15,80.0,0.0,12.0,0.0
28072,Danville City,Galileo Magnet High,M,5.0,N,,N,15,80.0,0.0,12.0,0.0
28073,Danville City,Galileo Magnet High,M,5.0,N,N,,12,91.67,0.0,11.000399999999999,0.0
28074,Danville City,Galileo Magnet High,M,5.0,N,N,N,12,91.67,0.0,11.000399999999999,0.0
28075,Danville City,George Washington High,,,,,,403,77.42,8.44,312.00260000000003,34.0132
28076,Danville City,George Washington High,,,,,N,401,77.31,8.48,310.0131,34.0048
