,DIV_NUM,DIV_NAME,GENDER,FEDERAL_RACE_CODE,DISABILITY_FLAG,DISADVANTAGED_FLAG,LEP_FLAG,COHORT_CNT,DIPLOMA_RATE,DROPOUT_RATE,DIPLOMA_CNT,DROPOUT_CNT
2426,10.0,Bedford County,M,5.0,Y,Y,N,19,68.42,10.53,12.9998,2.0007
2427,11.0,Bland County,,,,,,83,87.95,3.61,72.9985,2.9962999999999997
2428,11.0,Bland County,,,,,N,83,87.95,3.61,72.9985,2.9962999999999997
2429,11.0,Bland County,,,,N,,51,92.16,0.0,47.001599999999996,0.0
2430,11.0,Bland County,,,,N,N,51,92.16,0.0,47.001599999999996,0.0
2431,11.0,Bland County,,,,Y,,32,81.25,9.38,26.0,3.0016000000000003
2432,11.0,Bland County,,,,Y,N,32,81.25,9.38,26.0,3.0016000000000003
2433,11.0,Bland County,,,N,,,67,89.55,1.49,59.99849999999999,0.9983
2434,11.0,Bland County,,,N,,N,67,89.55,1.49,59.99849999999999,0.9983
2435,11.0,Bland County,,,N,N,,46,93.48,0.0,43.0008,0.0
2436,11.0,Bland County,,,N,N,N,46,93.48,0.0,43.0008,0.0
2437,11.0,Bland County,,,N,Y,,21,80.95,4.76,16.9995,0.9995999999999999
2438,11.0,Bland County,,,N,Y,N,21,80.95,4.76,16.9995,0.9995999999999999
2439,11.0,Bland County,,,Y,,,16,81.25,12.5,13.0,2.0
2440,11.0,Bland County,,,Y,,N,16,81.25,12.5,13.0,2.0
2441,11.0,Bland County,,,Y,Y,,11,81.82,18.18,9.0002,1.9997999999999998
2442,11.0,Bland County,,,Y,Y,N,11,81.82,18.18,9.0002,1.9997999999999998
2443,11.0,Bland County,,5.0,,,,80,88.75,3.75,71.0,3.0
2444,11.0,Bland County,,5.0,,,N,80,88.75,3.75,71.0,3.0
2445,11.0,Bland County,,5.0,,N,,51,92.16,0.0,47.001599999999996,0.0
2446,11.0,Bland County,,5.0,,N,N,51,92.16,0.0,47.001599999999996,0.0
2447,11.0,Bland County,,5.0,,Y,,29,82.76,10.34,24.0004,2.9986
2448,11.0,Bland County,,5.0,,Y,N,29,82.76,10.34,24.0004,2.9986
2449,11.0,Bland County,,5.0,N,,,64,90.63,1.56,58.0032,0.9984000000000001
2450,11.0,Bland County,,5.0,N,,N,64,90.63,1.56,58.0032,0.9984000000000001
2451,11.0,Bland County,,5.0,N,N,,46,93.48,0.0,43.0008,0.0
2452,11.0,Bland County,,5.0,N,N,N,46,93.48,0.0,43.0008,0.0
2453,11.0,Bland County,,5.0,N,Y,,18,83.33,5.56,14.999400000000001,1.0008
2454,11.0,Bland County,,5.0,N,Y,N,18,83.33,5.56,14.999400000000001,1.0008
2455,11.0,Bland County,,5.0,Y,,,16,81.25,12.5,13.0,2.0
2456,11.0,Bland County,,5.0,Y,,N,16,81.25,12.5,13.0,2.0
2457,11.0,Bland County,,5.0,Y,Y,,11,81.82,18.18,9.0002,1.9997999999999998
2458,11.0,Bland County,,5.0,Y,Y,N,11,81.82,18.18,9.0002,1.9997999999999998
2459,11.0,Bland County,F,,,,,44,90.91,4.55,40.0004,2.002
2460,11.0,Bland County,F,,,,N,44,90.91,4.55,40.0004,2.002
2461,11.0,Bland County,F,,,N,,32,93.75,0.0,30.0,0.0
2462,11.0,Bland County,F,,,N,N,32,93.75,0.0,30.0,0.0
2463,11.0,Bland County,F,,,Y,,12,83.33,16.67,9.999600000000001,2.0004000000000004
2464,11.0,Bland County,F,,,Y,N,12,83.33,16.67,9.999600000000001,2.0004000000000004
2465,11.0,Bland County,F,,N,,,37,94.59,2.7,34.9983,0.9990000000000001
2466,11.0,Bland County,F,,N,,N,37,94.59,2.7,34.9983,0.9990000000000001
2467,11.0,Bland County,F,,N,N,,28,96.43,0.0,27.0004,0.0
2468,11.0,Bland County,F,,N,N,N,28,96.43,0.0,27.0004,0.0
2469,11.0,Bland County,F,5.0,,,,44,90.91,4.55,40.0004,2.002
2470,11.0,Bland County,F,5.0,,,N,44,90.91,4.55,40.0004,2.002
2471,11.0,Bland County,F,5.0,,N,,32,93.75,0.0,30.0,0.0
2472,11.0,Bland County,F,5.0,,N,N,32,93.75,0.0,30.0,0.0
2473,11.0,Bland County,F,5.0,,Y,,12,83.33,16.67,9.999600000000001,2.0004000000000004
2474,11.0,Bland County,F,5.0,,Y,N,12,83.33,16.67,9.999600000000001,2.0004000000000004
2475,11.0,Bland County,F,5.0,N,,,37,94.59,2.7,34.9983,0.9990000000000001
2476,11.0,Bland County,F,5.0,N,,N,37,94.59,2.7,34.9983,0.9990000000000001
2477,11.0,Bland County,F,5.0,N,N,,28,96.43,0.0,27.0004,0.0
2478,11.0,Bland County,F,5.0,N,N,N,28,96.43,0.0,27.0004,0.0
2479,11.0,Bland County,M,,,,,39,84.62,2.56,33.0018,0.9984000000000001
2480,11.0,Bland County,M,,,,N,39,84.62,2.56,33.0018,0.9984000000000001
2481,11.0,Bland County,M,,,N,,19,89.47,0.0,16.9993,0.0
2482,11.0,Bland County,M,,,N,N,19,89.47,0.0,16.9993,0.0
2483,11.0,Bland County,M,,,Y,,20,80.0,5.0,16.0,1.0
2484,11.0,Bland County,M,,,Y,N,20,80.0,5.0,16.0,1.0
2485,11.0,Bland County,M,,N,,,30,83.33,0.0,24.999000000000002,0.0
2486,11.0,Bland County,M,,N,,N,30,83.33,0.0,24.999000000000002,0.0
2487,11.0,Bland County,M,,N,N,,18,88.89,0.0,16.0002,0.0
2488,11.0,Bland County,M,,N,N,N,18,88.89,0.0,16.0002,0.0
2489,11.0,Bland County,M,,N,Y,,12,75.0,0.0,9.0,0.0
2490,11.0,Bland County,M,,N,Y,N,12,75.0,0.0,9.0,0.0
2491,11.0,Bland County,M,5.0,,,,36,86.11,2.78,30.9996,1.0008
2492,11.0,Bland County,M,5.0,,,N,36,86.11,2.78,30.9996,1.0008
2493,11.0,Bland County,M,5.0,,N,,19,89.47,0.0,16.9993,0.0
2494,11.0,Bland County,M,5.0,,N,N,19,89.47,0.0,16.9993,0.0
2495,11.0,Bland County,M,5.0,,Y,,17,82.35,5.88,13.999499999999998,0.9995999999999999
2496,11.0,Bland County,M,5.0,,Y,N,17,82.35,5.88,13.999499999999998,0.9995999999999999
2497,11.0,Bland County,M,5.0,N,,,27,85.19,0.0,23.0013,0.0
2498,11.0,Bland County,M,5.0,N,,N,27,85.19,0.0,23.0013,0.0
2499,11.0,Bland County,M,5.0,N,N,,18,88.89,0.0,16.0002,0.0
2500,11.0,Bland County,M,5.0,N,N,N,18,88.89,0.0,16.0002,0.0
2501,12.0,Botetourt County,,,,,,398,90.95,5.28,361.981,21.014400000000002
2502,12.0,Botetourt County,,,,,N,398,90.95,5.28,361.981,21.014400000000002
2503,12.0,Botetourt County,,,,N,,340,91.76,4.71,311.98400000000004,16.014
2504,12.0,Botetourt County,,,,N,N,340,91.76,4.71,311.98400000000004,16.014
2505,12.0,Botetourt County,,,,Y,,58,86.21,8.62,50.001799999999996,4.9996
2506,12.0,Botetourt County,,,,Y,N,58,86.21,8.62,50.001799999999996,4.9996
2507,12.0,Botetourt County,,,N,,,346,92.77,3.76,320.9842,13.0096
2508,12.0,Botetourt County,,,N,,N,346,92.77,3.76,320.9842,13.0096
2509,12.0,Botetourt County,,,N,N,,299,93.65,3.01,280.0135,8.999899999999998
2510,12.0,Botetourt County,,,N,N,N,299,93.65,3.01,280.0135,8.999899999999998
2511,12.0,Botetourt County,,,N,Y,,47,87.23,8.51,40.9981,3.9997
2512,12.0,Botetourt County,,,N,Y,N,47,87.23,8.51,40.9981,3.9997
2513,12.0,Botetourt County,,,Y,,,52,78.85,15.38,41.001999999999995,7.9976
2514,12.0,Botetourt County,,,Y,,N,52,78.85,15.38,41.001999999999995,7.9976
2515,12.0,Botetourt County,,,Y,N,,41,78.05,17.07,32.000499999999995,6.9987
2516,12.0,Botetourt County,,,Y,N,N,41,78.05,17.07,32.000499999999995,6.9987
2517,12.0,Botetourt County,,,Y,Y,,11,81.82,9.09,9.0002,0.9998999999999999
2518,12.0,Botetourt County,,,Y,Y,N,11,81.82,9.09,9.0002,0.9998999999999999
2519,12.0,Botetourt County,,5.0,,,,376,90.69,5.32,340.99440000000004,20.003200000000003
2520,12.0,Botetourt County,,5.0,,,N,376,90.69,5.32,340.99440000000004,20.003200000000003
2521,12.0,Botetourt County,,5.0,,N,,322,91.61,4.66,294.9842,15.0052
2522,12.0,Botetourt County,,5.0,,N,N,322,91.61,4.66,294.9842,15.0052
2523,12.0,Botetourt County,,5.0,,Y,,54,85.19,9.26,46.0026,5.0004
2524,12.0,Botetourt County,,5.0,,Y,N,54,85.19,9.26,46.0026,5.0004
2525,12.0,Botetourt County,,5.0,N,,,326,92.64,3.68,302.0064,11.9968
2526,12.0,Botetourt County,,5.0,N,,N,326,92.64,3.68,302.0064,11.9968
2527,12.0,Botetourt County,,5.0,N,N,,283,93.64,2.83,265.0012,8.0089
2528,12.0,Botetourt County,,5.0,N,N,N,283,93.64,2.83,265.0012,8.0089
2529,12.0,Botetourt County,,5.0,N,Y,,43,86.05,9.3,37.0015,3.9990000000000006
2530,12.0,Botetourt County,,5.0,N,Y,N,43,86.05,9.3,37.0015,3.9990000000000006
2531,12.0,Botetourt County,,5.0,Y,,,50,78.0,16.0,39.0,8.0
2532,12.0,Botetourt County,,5.0,Y,,N,50,78.0,16.0,39.0,8.0
2533,12.0,Botetourt County,,5.0,Y,N,,39,76.92,17.95,29.998800000000003,7.0005
2534,12.0,Botetourt County,,5.0,Y,N,N,39,76.92,17.95,29.998800000000003,7.0005
2535,12.0,Botetourt County,,5.0,Y,Y,,11,81.82,9.09,9.0002,0.9998999999999999
2536,12.0,Botetourt County,,5.0,Y,Y,N,11,81.82,9.09,9.0002,0.9998999999999999
2537,12.0,Botetourt County,F,,,,,185,92.43,4.86,170.99550000000002,8.991
2538,12.0,Botetourt County,F,,,,N,185,92.43,4.86,170.99550000000002,8.991
2539,12.0,Botetourt County,F,,,N,,162,92.59,4.94,149.9958,8.0028
2540,12.0,Botetourt County,F,,,N,N,162,92.59,4.94,149.9958,8.0028
2541,12.0,Botetourt County,F,,,Y,,23,91.3,4.35,20.999000000000002,1.0005
2542,12.0,Botetourt County,F,,,Y,N,23,91.3,4.35,20.999000000000002,1.0005
2543,12.0,Botetourt County,F,,N,,,170,94.12,2.94,160.00400000000002,4.998
2544,12.0,Botetourt County,F,,N,,N,170,94.12,2.94,160.00400000000002,4.998
2545,12.0,Botetourt County,F,,N,N,,150,94.67,2.67,142.005,4.005
2546,12.0,Botetourt County,F,,N,N,N,150,94.67,2.67,142.005,4.005
2547,12.0,Botetourt County,F,,N,Y,,20,90.0,5.0,18.0,1.0
2548,12.0,Botetourt County,F,,N,Y,N,20,90.0,5.0,18.0,1.0
2549,12.0,Botetourt County,F,,Y,,,15,73.33,26.67,10.999500000000001,4.0005
2550,12.0,Botetourt County,F,,Y,,N,15,73.33,26.67,10.999500000000001,4.0005
2551,12.0,Botetourt County,F,,Y,N,,12,66.67,33.33,8.000399999999999,3.9995999999999996
2552,12.0,Botetourt County,F,,Y,N,N,12,66.67,33.33,8.000399999999999,3.9995999999999996
2553,12.0,Botetourt County,F,5.0,,,,173,92.49,4.62,160.0077,7.9925999999999995
2554,12.0,Botetourt County,F,5.0,,,N,173,92.49,4.62,160.0077,7.9925999999999995
2555,12.0,Botetourt County,F,5.0,,N,,150,92.67,4.67,139.005,7.005
2556,12.0,Botetourt County,F,5.0,,N,N,150,92.67,4.67,139.005,7.005
2557,12.0,Botetourt County,F,5.0,,Y,,23,91.3,4.35,20.999000000000002,1.0005
2558,12.0,Botetourt County,F,5.0,,Y,N,23,91.3,4.35,20.999000000000002,1.0005
2559,12.0,Botetourt County,F,5.0,N,,,160,94.38,2.5,151.00799999999998,4.0
2560,12.0,Botetourt County,F,5.0,N,,N,160,94.38,2.5,151.00799999999998,4.0
2561,12.0,Botetourt County,F,5.0,N,N,,140,95.0,2.14,133.0,2.9960000000000004
2562,12.0,Botetourt County,F,5.0,N,N,N,140,95.0,2.14,133.0,2.9960000000000004
2563,12.0,Botetourt County,F,5.0,N,Y,,20,90.0,5.0,18.0,1.0
2564,12.0,Botetourt County,F,5.0,N,Y,N,20,90.0,5.0,18.0,1.0
2565,12.0,Botetourt County,F,5.0,Y,,,13,69.23,30.77,8.9999,4.0001
2566,12.0,Botetourt County,F,5.0,Y,,N,13,69.23,30.77,8.9999,4.0001
2567,12.0,Botetourt County,F,5.0,Y,N,,10,60.0,40.0,6.0,4.0
2568,12.0,Botetourt County,F,5.0,Y,N,N,10,60.0,40.0,6.0,4.0
2569,12.0,Botetourt County,M,,,,,213,89.67,5.63,190.9971,11.991900000000001
2570,12.0,Botetourt County,M,,,,N,213,89.67,5.63,190.9971,11.991900000000001
2571,12.0,Botetourt County,M,,,N,,178,91.01,4.49,161.9978,7.9922
2572,12.0,Botetourt County,M,,,N,N,178,91.01,4.49,161.9978,7.9922
2573,12.0,Botetourt County,M,,,Y,,35,82.86,11.43,29.000999999999998,4.0005
2574,12.0,Botetourt County,M,,,Y,N,35,82.86,11.43,29.000999999999998,4.0005
2575,12.0,Botetourt County,M,,N,,,176,91.48,4.55,161.00480000000002,8.008
2576,12.0,Botetourt County,M,,N,,N,176,91.48,4.55,161.00480000000002,8.008
2577,12.0,Botetourt County,M,,N,N,,149,92.62,3.36,138.0038,5.0064
2578,12.0,Botetourt County,M,,N,N,N,149,92.62,3.36,138.0038,5.0064
2579,12.0,Botetourt County,M,,N,Y,,27,85.19,11.11,23.0013,2.9997
2580,12.0,Botetourt County,M,,N,Y,N,27,85.19,11.11,23.0013,2.9997
2581,12.0,Botetourt County,M,,Y,,,37,81.08,10.81,29.9996,3.9997000000000003
2582,12.0,Botetourt County,M,,Y,,N,37,81.08,10.81,29.9996,3.9997000000000003
2583,12.0,Botetourt County,M,,Y,N,,29,82.76,10.34,24.0004,2.9986
2584,12.0,Botetourt County,M,,Y,N,N,29,82.76,10.34,24.0004,2.9986
2585,12.0,Botetourt County,M,5.0,,,,203,89.16,5.91,180.9948,11.997300000000001
2586,12.0,Botetourt County,M,5.0,,,N,203,89.16,5.91,180.9948,11.997300000000001
2587,12.0,Botetourt County,M,5.0,,N,,172,90.7,4.65,156.004,7.998000000000001
2588,12.0,Botetourt County,M,5.0,,N,N,172,90.7,4.65,156.004,7.998000000000001
2589,12.0,Botetourt County,M,5.0,,Y,,31,80.65,12.9,25.0015,3.9990000000000006
2590,12.0,Botetourt County,M,5.0,,Y,N,31,80.65,12.9,25.0015,3.9990000000000006
2591,12.0,Botetourt County,M,5.0,N,,,166,90.96,4.82,150.9936,8.0012
2592,12.0,Botetourt County,M,5.0,N,,N,166,90.96,4.82,150.9936,8.0012
2593,12.0,Botetourt County,M,5.0,N,N,,143,92.31,3.5,132.0033,5.005
2594,12.0,Botetourt County,M,5.0,N,N,N,143,92.31,3.5,132.0033,5.005
2595,12.0,Botetourt County,M,5.0,N,Y,,23,82.61,13.04,19.0003,2.9991999999999996
2596,12.0,Botetourt County,M,5.0,N,Y,N,23,82.61,13.04,19.0003,2.9991999999999996
2597,12.0,Botetourt County,M,5.0,Y,,,37,81.08,10.81,29.9996,3.9997000000000003
2598,12.0,Botetourt County,M,5.0,Y,,N,37,81.08,10.81,29.9996,3.9997000000000003
2599,12.0,Botetourt County,M,5.0,Y,N,,29,82.76,10.34,24.0004,2.9986
2600,12.0,Botetourt County,M,5.0,Y,N,N,29,82.76,10.34,24.0004,2.9986
2601,102.0,Bristol City,,,,,,166,80.12,10.24,132.9992,16.9984
2602,102.0,Bristol City,,,,,N,165,80.0,10.3,132.0,16.995
2603,102.0,Bristol City,,,,N,,92,85.87,6.52,79.00040000000001,5.998399999999999
2604,102.0,Bristol City,,,,N,N,91,85.71,6.59,77.9961,5.996899999999999
2605,102.0,Bristol City,,,,Y,,74,72.97,14.86,53.9978,10.9964
2606,102.0,Bristol City,,,,Y,N,74,72.97,14.86,53.9978,10.9964
2607,102.0,Bristol City,,,N,,,138,78.99,10.87,109.00619999999999,15.000599999999999
2608,102.0,Bristol City,,,N,,N,137,78.83,10.95,107.99709999999999,15.001499999999998
2609,102.0,Bristol City,,,N,N,,80,86.25,6.25,69.0,5.0
2610,102.0,Bristol City,,,N,N,N,79,86.08,6.33,68.00319999999999,5.0007
2611,102.0,Bristol City,,,N,Y,,58,68.97,17.24,40.0026,9.9992
2612,102.0,Bristol City,,,N,Y,N,58,68.97,17.24,40.0026,9.9992
2613,102.0,Bristol City,,,Y,,,28,85.71,7.14,23.998799999999996,1.9991999999999999
2614,102.0,Bristol City,,,Y,,N,28,85.71,7.14,23.998799999999996,1.9991999999999999
2615,102.0,Bristol City,,,Y,N,,12,83.33,8.33,9.999600000000001,0.9996
2616,102.0,Bristol City,,,Y,N,N,12,83.33,8.33,9.999600000000001,0.9996
2617,102.0,Bristol City,,,Y,Y,,16,87.5,6.25,14.0,1.0
2618,102.0,Bristol City,,,Y,Y,N,16,87.5,6.25,14.0,1.0
2619,102.0,Bristol City,,3.0,,,,17,64.71,17.65,11.0007,3.0004999999999997
2620,102.0,Bristol City,,3.0,,,N,17,64.71,17.65,11.0007,3.0004999999999997
2621,102.0,Bristol City,,3.0,,Y,,14,64.29,14.29,9.0006,2.0006
2622,102.0,Bristol City,,3.0,,Y,N,14,64.29,14.29,9.0006,2.0006
2623,102.0,Bristol City,,3.0,N,,,12,50.0,25.0,6.0,3.0
2624,102.0,Bristol City,,3.0,N,,N,12,50.0,25.0,6.0,3.0
2625,102.0,Bristol City,,3.0,N,Y,,10,50.0,20.0,5.0,2.0
2626,102.0,Bristol City,,3.0,N,Y,N,10,50.0,20.0,5.0,2.0
2627,102.0,Bristol City,,5.0,,,,142,82.39,9.15,116.9938,12.993
2628,102.0,Bristol City,,5.0,,,N,142,82.39,9.15,116.9938,12.993
2629,102.0,Bristol City,,5.0,,N,,86,86.05,5.81,74.003,4.9966
2630,102.0,Bristol City,,5.0,,N,N,86,86.05,5.81,74.003,4.9966
2631,102.0,Bristol City,,5.0,,Y,,56,76.79,14.29,43.00240000000001,8.0024
2632,102.0,Bristol City,,5.0,,Y,N,56,76.79,14.29,43.00240000000001,8.0024
2633,102.0,Bristol City,,5.0,N,,,120,81.67,9.17,98.00399999999999,11.004000000000001
2634,102.0,Bristol City,,5.0,N,,N,120,81.67,9.17,98.00399999999999,11.004000000000001
2635,102.0,Bristol City,,5.0,N,N,,75,86.67,5.33,65.0025,3.9975
2636,102.0,Bristol City,,5.0,N,N,N,75,86.67,5.33,65.0025,3.9975
2637,102.0,Bristol City,,5.0,N,Y,,45,73.33,15.56,32.9985,7.002000000000001
2638,102.0,Bristol City,,5.0,N,Y,N,45,73.33,15.56,32.9985,7.002000000000001
2639,102.0,Bristol City,,5.0,Y,,,22,86.36,9.09,18.999200000000002,1.9997999999999998
2640,102.0,Bristol City,,5.0,Y,,N,22,86.36,9.09,18.999200000000002,1.9997999999999998
2641,102.0,Bristol City,,5.0,Y,N,,11,81.82,9.09,9.0002,0.9998999999999999
2642,102.0,Bristol City,,5.0,Y,N,N,11,81.82,9.09,9.0002,0.9998999999999999
2643,102.0,Bristol City,,5.0,Y,Y,,11,90.91,9.09,10.0001,0.9998999999999999
2644,102.0,Bristol City,,5.0,Y,Y,N,11,90.91,9.09,10.0001,0.9998999999999999
2645,102.0,Bristol City,F,,,,,81,74.07,12.35,59.99669999999999,10.0035
2646,102.0,Bristol City,F,,,,N,81,74.07,12.35,59.99669999999999,10.0035
2647,102.0,Bristol City,F,,,N,,43,81.4,9.3,35.002,3.9990000000000006
2648,102.0,Bristol City,F,,,N,N,43,81.4,9.3,35.002,3.9990000000000006
2649,102.0,Bristol City,F,,,Y,,38,65.79,15.79,25.000200000000003,6.0001999999999995
2650,102.0,Bristol City,F,,,Y,N,38,65.79,15.79,25.000200000000003,6.0001999999999995
2651,102.0,Bristol City,F,,N,,,71,73.24,12.68,52.0004,9.0028
2652,102.0,Bristol City,F,,N,,N,71,73.24,12.68,52.0004,9.0028
2653,102.0,Bristol City,F,,N,N,,39,82.05,7.69,31.999499999999998,2.9991000000000003
2654,102.0,Bristol City,F,,N,N,N,39,82.05,7.69,31.999499999999998,2.9991000000000003
2655,102.0,Bristol City,F,,N,Y,,32,62.5,18.75,20.0,6.0
2656,102.0,Bristol City,F,,N,Y,N,32,62.5,18.75,20.0,6.0
2657,102.0,Bristol City,F,,Y,,,10,80.0,10.0,8.0,1.0
2658,102.0,Bristol City,F,,Y,,N,10,80.0,10.0,8.0,1.0
2659,102.0,Bristol City,F,5.0,,,,69,73.91,13.04,50.9979,8.9976
2660,102.0,Bristol City,F,5.0,,,N,69,73.91,13.04,50.9979,8.9976
2661,102.0,Bristol City,F,5.0,,N,,39,79.49,10.26,31.001099999999997,4.0014
2662,102.0,Bristol City,F,5.0,,N,N,39,79.49,10.26,31.001099999999997,4.0014
2663,102.0,Bristol City,F,5.0,,Y,,30,66.67,16.67,20.001,5.001
2664,102.0,Bristol City,F,5.0,,Y,N,30,66.67,16.67,20.001,5.001
2665,102.0,Bristol City,F,5.0,N,,,64,73.44,12.5,47.001599999999996,8.0
2666,102.0,Bristol City,F,5.0,N,,N,64,73.44,12.5,47.001599999999996,8.0
2667,102.0,Bristol City,F,5.0,N,N,,36,80.56,8.33,29.0016,2.9988
2668,102.0,Bristol City,F,5.0,N,N,N,36,80.56,8.33,29.0016,2.9988
2669,102.0,Bristol City,F,5.0,N,Y,,28,64.29,17.86,18.0012,5.0008
2670,102.0,Bristol City,F,5.0,N,Y,N,28,64.29,17.86,18.0012,5.0008
2671,102.0,Bristol City,M,,,,,85,85.88,8.24,72.99799999999999,7.004
2672,102.0,Bristol City,M,,,,N,84,85.71,8.33,71.9964,6.9972
2673,102.0,Bristol City,M,,,N,,49,89.8,4.08,44.001999999999995,1.9992
2674,102.0,Bristol City,M,,,N,N,48,89.58,4.17,42.998400000000004,2.0016
2675,102.0,Bristol City,M,,,Y,,36,80.56,13.89,29.0016,5.0004
2676,102.0,Bristol City,M,,,Y,N,36,80.56,13.89,29.0016,5.0004
2677,102.0,Bristol City,M,,N,,,67,85.07,8.96,56.9969,6.0032000000000005
2678,102.0,Bristol City,M,,N,,N,66,84.85,9.09,56.001,5.9994
2679,102.0,Bristol City,M,,N,N,,41,90.24,4.88,36.9984,2.0008
2680,102.0,Bristol City,M,,N,N,N,40,90.0,5.0,36.0,2.0
2681,102.0,Bristol City,M,,N,Y,,26,76.92,15.38,19.999200000000002,3.9988
2682,102.0,Bristol City,M,,N,Y,N,26,76.92,15.38,19.999200000000002,3.9988
2683,102.0,Bristol City,M,,Y,,,18,88.89,5.56,16.0002,1.0008
2684,102.0,Bristol City,M,,Y,,N,18,88.89,5.56,16.0002,1.0008
2685,102.0,Bristol City,M,,Y,Y,,10,90.0,10.0,9.0,1.0
2686,102.0,Bristol City,M,,Y,Y,N,10,90.0,10.0,9.0,1.0
2687,102.0,Bristol City,M,5.0,,,,73,90.41,5.48,65.99929999999999,4.0004
2688,102.0,Bristol City,M,5.0,,,N,73,90.41,5.48,65.99929999999999,4.0004
2689,102.0,Bristol City,M,5.0,,N,,47,91.49,2.13,43.000299999999996,1.0011
2690,102.0,Bristol City,M,5.0,,N,N,47,91.49,2.13,43.000299999999996,1.0011
2691,102.0,Bristol City,M,5.0,,Y,,26,88.46,11.54,22.9996,3.0003999999999995
2692,102.0,Bristol City,M,5.0,,Y,N,26,88.46,11.54,22.9996,3.0003999999999995
2693,102.0,Bristol City,M,5.0,N,,,56,91.07,5.36,50.9992,3.0016000000000003
2694,102.0,Bristol City,M,5.0,N,,N,56,91.07,5.36,50.9992,3.0016000000000003
2695,102.0,Bristol City,M,5.0,N,N,,39,92.31,2.56,36.0009,0.9984000000000001
2696,102.0,Bristol City,M,5.0,N,N,N,39,92.31,2.56,36.0009,0.9984000000000001
2697,102.0,Bristol City,M,5.0,N,Y,,17,88.24,11.76,15.0008,1.9991999999999999
2698,102.0,Bristol City,M,5.0,N,Y,N,17,88.24,11.76,15.0008,1.9991999999999999
2699,102.0,Bristol City,M,5.0,Y,,,17,88.24,5.88,15.0008,0.9995999999999999
2700,102.0,Bristol City,M,5.0,Y,,N,17,88.24,5.88,15.0008,0.9995999999999999
2701,13.0,Brunswick County,,,,,,194,78.35,14.95,151.999,29.002999999999997
2702,13.0,Brunswick County,,,,,N,193,78.24,15.03,151.0032,29.0079
2703,13.0,Brunswick County,,,,N,,41,46.34,43.9,18.9994,17.999
2704,13.0,Brunswick County,,,,N,N,41,46.34,43.9,18.9994,17.999
2705,13.0,Brunswick County,,,,Y,,153,86.93,7.19,133.0029,11.000700000000002
2706,13.0,Brunswick County,,,,Y,N,152,86.84,7.24,131.9968,11.0048
2707,13.0,Brunswick County,,,N,,,178,77.53,15.17,138.0034,27.002599999999997
2708,13.0,Brunswick County,,,N,,N,177,77.4,15.25,136.99800000000002,26.9925
2709,13.0,Brunswick County,,,N,N,,39,43.59,46.15,17.000100000000003,17.9985
2710,13.0,Brunswick County,,,N,N,N,39,43.59,46.15,17.000100000000003,17.9985
2711,13.0,Brunswick County,,,N,Y,,139,87.05,6.47,120.99949999999998,8.9933
2712,13.0,Brunswick County,,,N,Y,N,138,86.96,6.52,120.00479999999999,8.9976
2713,13.0,Brunswick County,,,Y,,,16,87.5,12.5,14.0,2.0
2714,13.0,Brunswick County,,,Y,,N,16,87.5,12.5,14.0,2.0
2715,13.0,Brunswick County,,,Y,Y,,14,85.71,14.29,11.999399999999998,2.0006
2716,13.0,Brunswick County,,,Y,Y,N,14,85.71,14.29,11.999399999999998,2.0006
2717,13.0,Brunswick County,,3.0,,,,163,79.75,14.11,129.9925,22.999299999999998
2718,13.0,Brunswick County,,3.0,,,N,163,79.75,14.11,129.9925,22.999299999999998
2719,13.0,Brunswick County,,3.0,,N,,33,51.52,45.45,17.0016,14.998500000000002
2720,13.0,Brunswick County,,3.0,,N,N,33,51.52,45.45,17.0016,14.998500000000002
2721,13.0,Brunswick County,,3.0,,Y,,130,86.92,6.15,112.99600000000001,7.995
2722,13.0,Brunswick County,,3.0,,Y,N,130,86.92,6.15,112.99600000000001,7.995
2723,13.0,Brunswick County,,3.0,N,,,148,79.05,14.19,116.994,21.001199999999997
2724,13.0,Brunswick County,,3.0,N,,N,148,79.05,14.19,116.994,21.001199999999997
2725,13.0,Brunswick County,,3.0,N,N,,31,48.39,48.39,15.0009,15.0009
2726,13.0,Brunswick County,,3.0,N,N,N,31,48.39,48.39,15.0009,15.0009
2727,13.0,Brunswick County,,3.0,N,Y,,117,87.18,5.13,102.00060000000002,6.0021
2728,13.0,Brunswick County,,3.0,N,Y,N,117,87.18,5.13,102.00060000000002,6.0021
2729,13.0,Brunswick County,,3.0,Y,,,15,86.67,13.33,13.000499999999999,1.9994999999999998
2730,13.0,Brunswick County,,3.0,Y,,N,15,86.67,13.33,13.000499999999999,1.9994999999999998
2731,13.0,Brunswick County,,3.0,Y,Y,,13,84.62,15.38,11.000599999999999,1.9994
2732,13.0,Brunswick County,,3.0,Y,Y,N,13,84.62,15.38,11.000599999999999,1.9994
2733,13.0,Brunswick County,,5.0,,,,29,68.97,20.69,20.0013,6.0001
2734,13.0,Brunswick County,,5.0,,,N,29,68.97,20.69,20.0013,6.0001
2735,13.0,Brunswick County,,5.0,,Y,,21,85.71,14.29,17.9991,3.0008999999999997
2736,13.0,Brunswick County,,5.0,,Y,N,21,85.71,14.29,17.9991,3.0008999999999997
2737,13.0,Brunswick County,,5.0,N,,,28,67.86,21.43,19.000799999999998,6.0004
2738,13.0,Brunswick County,,5.0,N,,N,28,67.86,21.43,19.000799999999998,6.0004
2739,13.0,Brunswick County,,5.0,N,Y,,20,85.0,15.0,17.0,3.0
