,DIV_NUM,DIV_NAME,GENDER,FEDERAL_RACE_CODE,DISABILITY_FLAG,DISADVANTAGED_FLAG,LEP_FLAG,COHORT_CNT,DIPLOMA_RATE,DROPOUT_RATE,DIPLOMA_CNT,DROPOUT_CNT
598,1.0,Accomack County,,,,,,391,79.03,11.76,309.0073,45.9816
599,1.0,Accomack County,,,,,N,375,78.13,12.27,292.9875,46.0125
600,1.0,Accomack County,,,,,Y,16,100.0,0.0,16.0,0.0
601,1.0,Accomack County,,,,N,,170,78.24,13.53,133.00799999999998,23.000999999999998
602,1.0,Accomack County,,,,N,N,168,77.98,13.69,131.0064,22.999200000000002
603,1.0,Accomack County,,,,Y,,221,79.64,10.41,176.00439999999998,23.0061
604,1.0,Accomack County,,,,Y,N,207,78.26,11.11,161.99820000000003,22.9977
605,1.0,Accomack County,,,,Y,Y,14,100.0,0.0,14.0,0.0
606,1.0,Accomack County,,,N,,,339,82.01,9.73,278.01390000000004,32.984700000000004
607,1.0,Accomack County,,,N,,N,325,81.23,10.15,263.9975,32.9875
608,1.0,Accomack County,,,N,,Y,14,100.0,0.0,14.0,0.0
609,1.0,Accomack County,,,N,N,,154,79.87,12.99,122.99980000000001,20.0046
610,1.0,Accomack County,,,N,N,N,152,79.61,13.16,121.0072,20.0032
611,1.0,Accomack County,,,N,Y,,185,83.78,7.03,154.99300000000002,13.0055
612,1.0,Accomack County,,,N,Y,N,173,82.66,7.51,143.0018,12.9923
613,1.0,Accomack County,,,N,Y,Y,12,100.0,0.0,12.0,0.0
614,1.0,Accomack County,,,Y,,,52,59.62,25.0,31.002399999999998,13.0
615,1.0,Accomack County,,,Y,,N,50,58.0,26.0,29.0,13.0
616,1.0,Accomack County,,,Y,N,,16,62.5,18.75,10.0,3.0
617,1.0,Accomack County,,,Y,N,N,16,62.5,18.75,10.0,3.0
618,1.0,Accomack County,,,Y,Y,,36,58.33,27.78,20.998800000000003,10.0008
619,1.0,Accomack County,,,Y,Y,N,34,55.88,29.41,18.999200000000002,9.999400000000001
620,1.0,Accomack County,,3.0,,,,167,76.65,16.17,128.0055,27.0039
621,1.0,Accomack County,,3.0,,,N,167,76.65,16.17,128.0055,27.0039
622,1.0,Accomack County,,3.0,,N,,35,68.57,28.57,23.999499999999998,9.999500000000001
623,1.0,Accomack County,,3.0,,N,N,35,68.57,28.57,23.999499999999998,9.999500000000001
624,1.0,Accomack County,,3.0,,Y,,132,78.79,12.88,104.00280000000001,17.0016
625,1.0,Accomack County,,3.0,,Y,N,132,78.79,12.88,104.00280000000001,17.0016
626,1.0,Accomack County,,3.0,N,,,148,79.05,13.51,116.994,19.9948
627,1.0,Accomack County,,3.0,N,,N,148,79.05,13.51,116.994,19.9948
628,1.0,Accomack County,,3.0,N,N,,34,67.65,29.41,23.001000000000005,9.999400000000001
629,1.0,Accomack County,,3.0,N,N,N,34,67.65,29.41,23.001000000000005,9.999400000000001
630,1.0,Accomack County,,3.0,N,Y,,114,82.46,8.77,94.00439999999999,9.9978
631,1.0,Accomack County,,3.0,N,Y,N,114,82.46,8.77,94.00439999999999,9.9978
632,1.0,Accomack County,,3.0,Y,,,19,57.89,36.84,10.9991,6.9996
633,1.0,Accomack County,,3.0,Y,,N,19,57.89,36.84,10.9991,6.9996
634,1.0,Accomack County,,3.0,Y,Y,,18,55.56,38.89,10.0008,7.0001999999999995
635,1.0,Accomack County,,3.0,Y,Y,N,18,55.56,38.89,10.0008,7.0001999999999995
636,1.0,Accomack County,,4.0,,,,37,78.38,10.81,29.0006,3.9997000000000003
637,1.0,Accomack County,,4.0,,,N,21,61.9,19.05,12.998999999999999,4.0005
638,1.0,Accomack County,,4.0,,,Y,16,100.0,0.0,16.0,0.0
639,1.0,Accomack County,,4.0,,Y,,29,82.76,10.34,24.0004,2.9986
640,1.0,Accomack County,,4.0,,Y,N,15,66.67,20.0,10.0005,3.0
641,1.0,Accomack County,,4.0,,Y,Y,14,100.0,0.0,14.0,0.0
642,1.0,Accomack County,,4.0,N,,,30,80.0,6.67,24.0,2.001
643,1.0,Accomack County,,4.0,N,,N,16,62.5,12.5,10.0,2.0
644,1.0,Accomack County,,4.0,N,,Y,14,100.0,0.0,14.0,0.0
645,1.0,Accomack County,,4.0,N,Y,,23,82.61,8.7,19.0003,2.001
646,1.0,Accomack County,,4.0,N,Y,N,11,63.64,18.18,7.0004,1.9997999999999998
647,1.0,Accomack County,,4.0,N,Y,Y,12,100.0,0.0,12.0,0.0
648,1.0,Accomack County,,5.0,,,,187,81.28,8.02,151.99360000000001,14.9974
649,1.0,Accomack County,,5.0,,,N,187,81.28,8.02,151.99360000000001,14.9974
650,1.0,Accomack County,,5.0,,N,,127,81.89,9.45,104.00030000000001,12.001499999999998
651,1.0,Accomack County,,5.0,,N,N,127,81.89,9.45,104.00030000000001,12.001499999999998
652,1.0,Accomack County,,5.0,,Y,,60,80.0,5.0,48.0,3.0
653,1.0,Accomack County,,5.0,,Y,N,60,80.0,5.0,48.0,3.0
654,1.0,Accomack County,,5.0,N,,,161,85.09,6.83,136.9949,10.996300000000002
655,1.0,Accomack County,,5.0,N,,N,161,85.09,6.83,136.9949,10.996300000000002
656,1.0,Accomack County,,5.0,N,N,,113,84.07,8.85,94.9991,10.000499999999999
657,1.0,Accomack County,,5.0,N,N,N,113,84.07,8.85,94.9991,10.000499999999999
658,1.0,Accomack County,,5.0,N,Y,,48,87.5,2.08,42.0,0.9984000000000001
659,1.0,Accomack County,,5.0,N,Y,N,48,87.5,2.08,42.0,0.9984000000000001
660,1.0,Accomack County,,5.0,Y,,,26,57.69,15.38,14.999400000000001,3.9988
661,1.0,Accomack County,,5.0,Y,,N,26,57.69,15.38,14.999400000000001,3.9988
662,1.0,Accomack County,,5.0,Y,N,,14,64.29,14.29,9.0006,2.0006
663,1.0,Accomack County,,5.0,Y,N,N,14,64.29,14.29,9.0006,2.0006
664,1.0,Accomack County,,5.0,Y,Y,,12,50.0,16.67,6.0,2.0004000000000004
665,1.0,Accomack County,,5.0,Y,Y,N,12,50.0,16.67,6.0,2.0004000000000004
666,1.0,Accomack County,F,,,,,184,82.07,7.61,151.00879999999998,14.0024
667,1.0,Accomack County,F,,,,N,176,81.25,7.95,143.0,13.992
668,1.0,Accomack County,F,,,N,,73,76.71,10.96,55.9983,8.0008
669,1.0,Accomack County,F,,,N,N,71,76.06,11.27,54.0026,8.0017
670,1.0,Accomack County,F,,,Y,,111,85.59,5.41,95.00489999999999,6.0051
671,1.0,Accomack County,F,,,Y,N,105,84.76,5.71,88.998,5.9955
672,1.0,Accomack County,F,,N,,,166,83.73,6.63,138.9918,11.005799999999999
673,1.0,Accomack County,F,,N,,N,159,83.02,6.92,132.00179999999997,11.0028
674,1.0,Accomack County,F,,N,N,,66,78.79,9.09,52.001400000000004,5.9994
675,1.0,Accomack County,F,,N,N,N,64,78.13,9.38,50.0032,6.0032000000000005
676,1.0,Accomack County,F,,N,Y,,100,87.0,5.0,87.0,5.0
677,1.0,Accomack County,F,,N,Y,N,95,86.32,5.26,82.00399999999999,4.997
678,1.0,Accomack County,F,,Y,,,18,66.67,16.67,12.000599999999999,3.0006000000000004
679,1.0,Accomack County,F,,Y,,N,17,64.71,17.65,11.0007,3.0004999999999997
680,1.0,Accomack County,F,,Y,Y,,11,72.73,9.09,8.000300000000001,0.9998999999999999
681,1.0,Accomack County,F,,Y,Y,N,10,70.0,10.0,7.0,1.0
682,1.0,Accomack County,F,3.0,,,,83,84.34,10.84,70.0022,8.9972
683,1.0,Accomack County,F,3.0,,,N,83,84.34,10.84,70.0022,8.9972
684,1.0,Accomack County,F,3.0,,N,,16,68.75,25.0,11.0,4.0
685,1.0,Accomack County,F,3.0,,N,N,16,68.75,25.0,11.0,4.0
686,1.0,Accomack County,F,3.0,,Y,,67,88.06,7.46,59.00020000000001,4.9982
687,1.0,Accomack County,F,3.0,,Y,N,67,88.06,7.46,59.00020000000001,4.9982
688,1.0,Accomack County,F,3.0,N,,,77,83.12,11.69,64.00240000000001,9.0013
689,1.0,Accomack County,F,3.0,N,,N,77,83.12,11.69,64.00240000000001,9.0013
690,1.0,Accomack County,F,3.0,N,N,,15,66.67,26.67,10.0005,4.0005
691,1.0,Accomack County,F,3.0,N,N,N,15,66.67,26.67,10.0005,4.0005
692,1.0,Accomack County,F,3.0,N,Y,,62,87.1,8.06,54.001999999999995,4.9972
693,1.0,Accomack County,F,3.0,N,Y,N,62,87.1,8.06,54.001999999999995,4.9972
694,1.0,Accomack County,F,4.0,,,,20,75.0,5.0,15.0,1.0
695,1.0,Accomack County,F,4.0,,,N,12,58.33,8.33,6.9996,0.9996
696,1.0,Accomack County,F,4.0,,Y,,15,80.0,6.67,12.0,1.0005
697,1.0,Accomack County,F,4.0,N,,,17,76.47,0.0,12.9999,0.0
698,1.0,Accomack County,F,4.0,N,,N,10,60.0,0.0,6.0,0.0
699,1.0,Accomack County,F,4.0,N,Y,,12,83.33,0.0,9.999600000000001,0.0
700,1.0,Accomack County,F,5.0,,,,81,81.48,4.94,65.9988,4.0014
701,1.0,Accomack County,F,5.0,,,N,81,81.48,4.94,65.9988,4.0014
702,1.0,Accomack County,F,5.0,,N,,52,80.77,7.69,42.0004,3.9988
703,1.0,Accomack County,F,5.0,,N,N,52,80.77,7.69,42.0004,3.9988
704,1.0,Accomack County,F,5.0,,Y,,29,82.76,0.0,24.0004,0.0
705,1.0,Accomack County,F,5.0,,Y,N,29,82.76,0.0,24.0004,0.0
706,1.0,Accomack County,F,5.0,N,,,72,86.11,2.78,61.9992,2.0016
707,1.0,Accomack County,F,5.0,N,,N,72,86.11,2.78,61.9992,2.0016
708,1.0,Accomack County,F,5.0,N,N,,46,84.78,4.35,38.9988,2.001
709,1.0,Accomack County,F,5.0,N,N,N,46,84.78,4.35,38.9988,2.001
710,1.0,Accomack County,F,5.0,N,Y,,26,88.46,0.0,22.9996,0.0
711,1.0,Accomack County,F,5.0,N,Y,N,26,88.46,0.0,22.9996,0.0
712,1.0,Accomack County,M,,,,,207,76.33,15.46,158.0031,32.0022
713,1.0,Accomack County,M,,,,N,199,75.38,16.08,150.00619999999998,31.999199999999995
714,1.0,Accomack County,M,,,N,,97,79.38,15.46,76.9986,14.996200000000002
715,1.0,Accomack County,M,,,N,N,97,79.38,15.46,76.9986,14.996200000000002
716,1.0,Accomack County,M,,,Y,,110,73.64,15.45,81.00399999999999,16.995
717,1.0,Accomack County,M,,,Y,N,102,71.57,16.67,73.00139999999999,17.003400000000003
718,1.0,Accomack County,M,,N,,,173,80.35,12.72,139.00549999999998,22.0056
719,1.0,Accomack County,M,,N,,N,166,79.52,13.25,132.0032,21.995
720,1.0,Accomack County,M,,N,N,,88,80.68,15.91,70.9984,14.0008
721,1.0,Accomack County,M,,N,N,N,88,80.68,15.91,70.9984,14.0008
722,1.0,Accomack County,M,,N,Y,,85,80.0,9.41,68.0,7.9985
723,1.0,Accomack County,M,,N,Y,N,78,78.21,10.26,61.00379999999999,8.0028
724,1.0,Accomack County,M,,Y,,,34,55.88,29.41,18.999200000000002,9.999400000000001
725,1.0,Accomack County,M,,Y,,N,33,54.55,30.3,18.0015,9.999
726,1.0,Accomack County,M,,Y,Y,,25,52.0,36.0,13.0,9.0
727,1.0,Accomack County,M,,Y,Y,N,24,50.0,37.5,12.0,9.0
728,1.0,Accomack County,M,3.0,,,,84,69.05,21.43,58.001999999999995,18.001199999999997
729,1.0,Accomack County,M,3.0,,,N,84,69.05,21.43,58.001999999999995,18.001199999999997
730,1.0,Accomack County,M,3.0,,N,,19,68.42,31.58,12.9998,6.0001999999999995
731,1.0,Accomack County,M,3.0,,N,N,19,68.42,31.58,12.9998,6.0001999999999995
732,1.0,Accomack County,M,3.0,,Y,,65,69.23,18.46,44.9995,11.999
733,1.0,Accomack County,M,3.0,,Y,N,65,69.23,18.46,44.9995,11.999
734,1.0,Accomack County,M,3.0,N,,,71,74.65,15.49,53.00150000000001,10.9979
735,1.0,Accomack County,M,3.0,N,,N,71,74.65,15.49,53.00150000000001,10.9979
736,1.0,Accomack County,M,3.0,N,N,,19,68.42,31.58,12.9998,6.0001999999999995
737,1.0,Accomack County,M,3.0,N,N,N,19,68.42,31.58,12.9998,6.0001999999999995
738,1.0,Accomack County,M,3.0,N,Y,,52,76.92,9.62,39.998400000000004,5.0024
739,1.0,Accomack County,M,3.0,N,Y,N,52,76.92,9.62,39.998400000000004,5.0024
740,1.0,Accomack County,M,3.0,Y,,,13,38.46,53.85,4.9998000000000005,7.000500000000001
741,1.0,Accomack County,M,3.0,Y,,N,13,38.46,53.85,4.9998000000000005,7.000500000000001
742,1.0,Accomack County,M,3.0,Y,Y,,13,38.46,53.85,4.9998000000000005,7.000500000000001
743,1.0,Accomack County,M,3.0,Y,Y,N,13,38.46,53.85,4.9998000000000005,7.000500000000001
744,1.0,Accomack County,M,4.0,,,,17,82.35,17.65,13.999499999999998,3.0004999999999997
745,1.0,Accomack County,M,4.0,,Y,,14,85.71,14.29,11.999399999999998,2.0006
746,1.0,Accomack County,M,4.0,N,,,13,84.62,15.38,11.000599999999999,1.9994
747,1.0,Accomack County,M,4.0,N,Y,,11,81.82,18.18,9.0002,1.9997999999999998
748,1.0,Accomack County,M,5.0,,,,106,81.13,10.38,85.99779999999998,11.0028
749,1.0,Accomack County,M,5.0,,,N,106,81.13,10.38,85.99779999999998,11.0028
750,1.0,Accomack County,M,5.0,,N,,75,82.67,10.67,62.0025,8.0025
751,1.0,Accomack County,M,5.0,,N,N,75,82.67,10.67,62.0025,8.0025
752,1.0,Accomack County,M,5.0,,Y,,31,77.42,9.68,24.0002,3.0008
753,1.0,Accomack County,M,5.0,,Y,N,31,77.42,9.68,24.0002,3.0008
754,1.0,Accomack County,M,5.0,N,,,89,84.27,10.11,75.0003,8.9979
755,1.0,Accomack County,M,5.0,N,,N,89,84.27,10.11,75.0003,8.9979
756,1.0,Accomack County,M,5.0,N,N,,67,83.58,11.94,55.998599999999996,7.9998000000000005
757,1.0,Accomack County,M,5.0,N,N,N,67,83.58,11.94,55.998599999999996,7.9998000000000005
758,1.0,Accomack County,M,5.0,N,Y,,22,86.36,4.55,18.999200000000002,1.001
759,1.0,Accomack County,M,5.0,N,Y,N,22,86.36,4.55,18.999200000000002,1.001
760,1.0,Accomack County,M,5.0,Y,,,17,64.71,11.76,11.0007,1.9991999999999999
761,1.0,Accomack County,M,5.0,Y,,N,17,64.71,11.76,11.0007,1.9991999999999999
762,2.0,Albemarle County,,,,,,1031,92.92,3.59,958.0052000000001,37.0129
763,2.0,Albemarle County,,,,,N,995,93.37,3.12,929.0315,31.044
764,2.0,Albemarle County,,,,,Y,36,80.56,16.67,29.0016,6.001200000000001
765,2.0,Albemarle County,,,,N,,823,94.65,2.92,778.9695000000002,24.031599999999997
766,2.0,Albemarle County,,,,N,N,814,94.84,2.7,771.9976000000001,21.978
767,2.0,Albemarle County,,,,Y,,208,86.06,6.25,179.0048,13.0
768,2.0,Albemarle County,,,,Y,N,181,86.74,4.97,156.99939999999998,8.9957
769,2.0,Albemarle County,,,,Y,Y,27,81.48,14.81,21.9996,3.9987
770,2.0,Albemarle County,,,N,,,905,92.38,3.65,836.039,33.0325
771,2.0,Albemarle County,,,N,,N,872,92.89,3.1,810.0008,27.032000000000004
772,2.0,Albemarle County,,,N,,Y,33,78.79,18.18,26.000700000000002,5.9994
773,2.0,Albemarle County,,,N,N,,740,94.32,2.97,697.9679999999998,21.978
774,2.0,Albemarle County,,,N,N,N,731,94.53,2.74,691.0143,20.0294
775,2.0,Albemarle County,,,N,Y,,165,83.64,6.67,138.006,11.0055
776,2.0,Albemarle County,,,N,Y,N,141,84.4,4.96,119.00400000000002,6.9936
777,2.0,Albemarle County,,,N,Y,Y,24,79.17,16.67,19.000799999999998,4.000800000000001
778,2.0,Albemarle County,,,Y,,,126,96.83,3.17,122.0058,3.9942
779,2.0,Albemarle County,,,Y,,N,123,96.75,3.25,119.0025,3.9975
780,2.0,Albemarle County,,,Y,N,,83,97.59,2.41,80.9997,2.0003
781,2.0,Albemarle County,,,Y,N,N,83,97.59,2.41,80.9997,2.0003
782,2.0,Albemarle County,,,Y,Y,,43,95.35,4.65,41.0005,1.9995000000000003
783,2.0,Albemarle County,,,Y,Y,N,40,95.0,5.0,38.0,2.0
784,2.0,Albemarle County,,2.0,,,,36,97.22,0.0,34.9992,0.0
785,2.0,Albemarle County,,2.0,,,N,28,100.0,0.0,28.0,0.0
786,2.0,Albemarle County,,2.0,,N,,32,100.0,0.0,32.0,0.0
787,2.0,Albemarle County,,2.0,,N,N,26,100.0,0.0,26.0,0.0
788,2.0,Albemarle County,,2.0,N,,,36,97.22,0.0,34.9992,0.0
789,2.0,Albemarle County,,2.0,N,,N,28,100.0,0.0,28.0,0.0
790,2.0,Albemarle County,,2.0,N,N,,32,100.0,0.0,32.0,0.0
791,2.0,Albemarle County,,2.0,N,N,N,26,100.0,0.0,26.0,0.0
792,2.0,Albemarle County,,3.0,,,,119,86.55,7.56,102.99449999999999,8.9964
793,2.0,Albemarle County,,3.0,,,N,116,87.07,6.9,101.00119999999998,8.004000000000001
794,2.0,Albemarle County,,3.0,,N,,57,85.96,8.77,48.99719999999999,4.9989
795,2.0,Albemarle County,,3.0,,N,N,56,87.5,7.14,49.0,3.9983999999999997
796,2.0,Albemarle County,,3.0,,Y,,62,87.1,6.45,54.001999999999995,3.9990000000000006
797,2.0,Albemarle County,,3.0,,Y,N,60,86.67,6.67,52.001999999999995,4.002
798,2.0,Albemarle County,,3.0,N,,,105,84.76,8.57,88.998,8.9985
799,2.0,Albemarle County,,3.0,N,,N,102,85.29,7.84,86.9958,7.9967999999999995
800,2.0,Albemarle County,,3.0,N,N,,55,85.45,9.09,46.9975,4.9995
801,2.0,Albemarle County,,3.0,N,N,N,54,87.04,7.41,47.00160000000001,4.0014
802,2.0,Albemarle County,,3.0,N,Y,,50,84.0,8.0,42.0,4.0
803,2.0,Albemarle County,,3.0,N,Y,N,48,83.33,8.33,39.998400000000004,3.9984
804,2.0,Albemarle County,,3.0,Y,,,14,100.0,0.0,14.0,0.0
805,2.0,Albemarle County,,3.0,Y,,N,14,100.0,0.0,14.0,0.0
806,2.0,Albemarle County,,3.0,Y,Y,,12,100.0,0.0,12.0,0.0
807,2.0,Albemarle County,,3.0,Y,Y,N,12,100.0,0.0,12.0,0.0
808,2.0,Albemarle County,,4.0,,,,65,92.31,6.15,60.00150000000001,3.9975
809,2.0,Albemarle County,,4.0,,,N,42,97.62,0.0,41.0004,0.0
810,2.0,Albemarle County,,4.0,,,Y,23,82.61,17.39,19.0003,3.9997000000000003
811,2.0,Albemarle County,,4.0,,N,,27,100.0,0.0,27.0,0.0
812,2.0,Albemarle County,,4.0,,N,N,27,100.0,0.0,27.0,0.0
813,2.0,Albemarle County,,4.0,,Y,,38,86.84,10.53,32.9992,4.0014
814,2.0,Albemarle County,,4.0,,Y,N,15,93.33,0.0,13.999500000000001,0.0
815,2.0,Albemarle County,,4.0,,Y,Y,23,82.61,17.39,19.0003,3.9997000000000003
816,2.0,Albemarle County,,4.0,N,,,56,91.07,7.14,50.9992,3.9983999999999997
817,2.0,Albemarle County,,4.0,N,,N,36,97.22,0.0,34.9992,0.0
818,2.0,Albemarle County,,4.0,N,,Y,20,80.0,20.0,16.0,4.0
819,2.0,Albemarle County,,4.0,N,N,,23,100.0,0.0,23.0,0.0
820,2.0,Albemarle County,,4.0,N,N,N,23,100.0,0.0,23.0,0.0
821,2.0,Albemarle County,,4.0,N,Y,,33,84.85,12.12,28.0005,3.9995999999999996
822,2.0,Albemarle County,,4.0,N,Y,N,13,92.31,0.0,12.0003,0.0
823,2.0,Albemarle County,,4.0,N,Y,Y,20,80.0,20.0,16.0,4.0
824,2.0,Albemarle County,,5.0,,,,771,93.77,2.98,722.9667,22.9758
825,2.0,Albemarle County,,5.0,,,N,770,93.9,2.86,723.03,22.022
826,2.0,Albemarle County,,5.0,,N,,677,94.98,2.81,643.0146,19.0237
827,2.0,Albemarle County,,5.0,,N,N,676,95.12,2.66,643.0112,17.9816
828,2.0,Albemarle County,,5.0,,Y,,94,85.11,4.26,80.0034,4.0044
829,2.0,Albemarle County,,5.0,,Y,N,94,85.11,4.26,80.0034,4.0044
830,2.0,Albemarle County,,5.0,N,,,673,93.46,2.82,628.9857999999999,18.9786
831,2.0,Albemarle County,,5.0,N,,N,672,93.6,2.68,628.992,18.0096
832,2.0,Albemarle County,,5.0,N,N,,603,94.69,2.82,570.9807,17.004599999999996
833,2.0,Albemarle County,,5.0,N,N,N,602,94.85,2.66,570.997,16.0132
834,2.0,Albemarle County,,5.0,N,Y,,70,82.86,2.86,58.001999999999995,2.002
835,2.0,Albemarle County,,5.0,N,Y,N,70,82.86,2.86,58.001999999999995,2.002
836,2.0,Albemarle County,,5.0,Y,,,98,95.92,4.08,94.0016,3.9984
837,2.0,Albemarle County,,5.0,Y,,N,98,95.92,4.08,94.0016,3.9984
838,2.0,Albemarle County,,5.0,Y,N,,74,97.3,2.7,72.002,1.9980000000000002
839,2.0,Albemarle County,,5.0,Y,N,N,74,97.3,2.7,72.002,1.9980000000000002
840,2.0,Albemarle County,,5.0,Y,Y,,24,91.67,8.33,22.000799999999998,1.9992
841,2.0,Albemarle County,,5.0,Y,Y,N,24,91.67,8.33,22.000799999999998,1.9992
842,2.0,Albemarle County,,99.0,,,,34,94.12,0.0,32.0008,0.0
843,2.0,Albemarle County,,99.0,,,N,34,94.12,0.0,32.0008,0.0
844,2.0,Albemarle County,,99.0,,N,,26,92.31,0.0,24.0006,0.0
845,2.0,Albemarle County,,99.0,,N,N,26,92.31,0.0,24.0006,0.0
846,2.0,Albemarle County,,99.0,N,,,30,93.33,0.0,27.999000000000002,0.0
847,2.0,Albemarle County,,99.0,N,,N,30,93.33,0.0,27.999000000000002,0.0
848,2.0,Albemarle County,,99.0,N,N,,24,91.67,0.0,22.000799999999998,0.0
849,2.0,Albemarle County,,99.0,N,N,N,24,91.67,0.0,22.000799999999998,0.0
850,2.0,Albemarle County,F,,,,,507,94.28,2.76,477.9996,13.9932
851,2.0,Albemarle County,F,,,,N,496,94.76,2.22,470.0096,11.0112
852,2.0,Albemarle County,F,,,,Y,11,72.73,27.27,8.000300000000001,2.9997
853,2.0,Albemarle County,F,,,N,,420,95.71,2.14,401.98199999999997,8.988000000000001
854,2.0,Albemarle County,F,,,N,N,417,95.92,1.92,399.9864,8.0064
855,2.0,Albemarle County,F,,,Y,,87,87.36,5.75,76.00319999999999,5.0025
856,2.0,Albemarle County,F,,,Y,N,79,88.61,3.8,70.00189999999999,3.002
857,2.0,Albemarle County,F,,N,,,469,94.03,2.77,441.0007,12.9913
858,2.0,Albemarle County,F,,N,,N,458,94.54,2.18,432.9932,9.9844
859,2.0,Albemarle County,F,,N,,Y,11,72.73,27.27,8.000300000000001,2.9997
860,2.0,Albemarle County,F,,N,N,,389,95.63,2.06,372.0007,8.0134
861,2.0,Albemarle County,F,,N,N,N,386,95.85,1.81,369.981,6.986599999999999
862,2.0,Albemarle County,F,,N,Y,,80,86.25,6.25,69.0,5.0
863,2.0,Albemarle County,F,,N,Y,N,72,87.5,4.17,63.0,3.0024
864,2.0,Albemarle County,F,,Y,,,38,97.37,2.63,37.000600000000006,0.9994
865,2.0,Albemarle County,F,,Y,,N,38,97.37,2.63,37.000600000000006,0.9994
866,2.0,Albemarle County,F,,Y,N,,31,96.77,3.23,29.9987,1.0012999999999999
867,2.0,Albemarle County,F,,Y,N,N,31,96.77,3.23,29.9987,1.0012999999999999
868,2.0,Albemarle County,F,2.0,,,,17,100.0,0.0,17.0,0.0
869,2.0,Albemarle County,F,2.0,,,N,14,100.0,0.0,14.0,0.0
870,2.0,Albemarle County,F,2.0,,N,,14,100.0,0.0,14.0,0.0
871,2.0,Albemarle County,F,2.0,,N,N,12,100.0,0.0,12.0,0.0
872,2.0,Albemarle County,F,2.0,N,,,17,100.0,0.0,17.0,0.0
873,2.0,Albemarle County,F,2.0,N,,N,14,100.0,0.0,14.0,0.0
874,2.0,Albemarle County,F,2.0,N,N,,14,100.0,0.0,14.0,0.0
875,2.0,Albemarle County,F,2.0,N,N,N,12,100.0,0.0,12.0,0.0
876,2.0,Albemarle County,F,3.0,,,,50,92.0,4.0,46.0,2.0
877,2.0,Albemarle County,F,3.0,,,N,50,92.0,4.0,46.0,2.0
878,2.0,Albemarle County,F,3.0,,N,,22,100.0,0.0,22.0,0.0
879,2.0,Albemarle County,F,3.0,,N,N,22,100.0,0.0,22.0,0.0
880,2.0,Albemarle County,F,3.0,,Y,,28,85.71,7.14,23.998799999999996,1.9991999999999999
881,2.0,Albemarle County,F,3.0,,Y,N,28,85.71,7.14,23.998799999999996,1.9991999999999999
882,2.0,Albemarle County,F,3.0,N,,,50,92.0,4.0,46.0,2.0
883,2.0,Albemarle County,F,3.0,N,,N,50,92.0,4.0,46.0,2.0
884,2.0,Albemarle County,F,3.0,N,N,,22,100.0,0.0,22.0,0.0
885,2.0,Albemarle County,F,3.0,N,N,N,22,100.0,0.0,22.0,0.0
886,2.0,Albemarle County,F,3.0,N,Y,,28,85.71,7.14,23.998799999999996,1.9991999999999999
887,2.0,Albemarle County,F,3.0,N,Y,N,28,85.71,7.14,23.998799999999996,1.9991999999999999
888,2.0,Albemarle County,F,4.0,,,,27,92.59,7.41,24.9993,2.0007
889,2.0,Albemarle County,F,4.0,,,N,20,100.0,0.0,20.0,0.0
890,2.0,Albemarle County,F,4.0,,N,,15,100.0,0.0,15.0,0.0
891,2.0,Albemarle County,F,4.0,,N,N,15,100.0,0.0,15.0,0.0
892,2.0,Albemarle County,F,4.0,,Y,,12,83.33,16.67,9.999600000000001,2.0004000000000004
893,2.0,Albemarle County,F,4.0,N,,,24,91.67,8.33,22.000799999999998,1.9992
894,2.0,Albemarle County,F,4.0,N,,N,17,100.0,0.0,17.0,0.0
895,2.0,Albemarle County,F,4.0,N,N,,13,100.0,0.0,13.0,0.0
896,2.0,Albemarle County,F,4.0,N,N,N,13,100.0,0.0,13.0,0.0
897,2.0,Albemarle County,F,4.0,N,Y,,11,81.82,18.18,9.0002,1.9997999999999998
898,2.0,Albemarle County,F,5.0,,,,390,94.62,2.56,369.01800000000003,9.984
899,2.0,Albemarle County,F,5.0,,,N,389,94.86,2.31,369.0054,8.9859
900,2.0,Albemarle County,F,5.0,,N,,352,95.45,2.56,335.98400000000004,9.0112
901,2.0,Albemarle County,F,5.0,,N,N,351,95.73,2.28,336.01230000000004,8.0028
902,2.0,Albemarle County,F,5.0,,Y,,38,86.84,2.63,32.9992,0.9994
903,2.0,Albemarle County,F,5.0,,Y,N,38,86.84,2.63,32.9992,0.9994
904,2.0,Albemarle County,F,5.0,N,,,358,94.41,2.51,337.9878,8.9858
905,2.0,Albemarle County,F,5.0,N,,N,357,94.68,2.24,338.0076,7.9968
906,2.0,Albemarle County,F,5.0,N,N,,325,95.38,2.46,309.985,7.995
907,2.0,Albemarle County,F,5.0,N,N,N,324,95.68,2.16,310.00320000000005,6.9984
908,2.0,Albemarle County,F,5.0,N,Y,,33,84.85,3.03,28.0005,0.9998999999999999
909,2.0,Albemarle County,F,5.0,N,Y,N,33,84.85,3.03,28.0005,0.9998999999999999
910,2.0,Albemarle County,F,5.0,Y,,,32,96.88,3.13,31.0016,1.0016
911,2.0,Albemarle County,F,5.0,Y,,N,32,96.88,3.13,31.0016,1.0016
912,2.0,Albemarle County,F,5.0,Y,N,,27,96.3,3.7,26.000999999999998,0.9990000000000001
913,2.0,Albemarle County,F,5.0,Y,N,N,27,96.3,3.7,26.000999999999998,0.9990000000000001
914,2.0,Albemarle County,F,99.0,,,,20,90.0,0.0,18.0,0.0
